fiber	pul_id	gene_name	hmm_name	position	contig_id	gene_id	start	end	strand	description	n_genes	n_unique_genes	growth
mucin	mucin_NC_004663.1_cl61	HTCS	HisKA	11	NC_004663.1	NC_004663.1_1639	1966976	1968943	+	His Kinase A (phospho-acceptor) domain	2	1	FALSE
mucin	mucin_NC_004663.1_cl62	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_1658	1987600	1988163	+	Sigma-70 region 2	3	3	FALSE
mucin	mucin_NC_004663.1_cl62	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_1659	1988242	1989249	+	FecR protein	3	3	FALSE
mucin	mucin_NC_004663.1_cl62	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_1660	1989363	1992815	+	TonB dependent receptor	3	3	FALSE
mucin	mucin_NC_004663.1_cl63	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_1672	2014035	2017394	-	TonB dependent receptor	3	3	FALSE
mucin	mucin_NC_004663.1_cl63	GH18_chitinase	Glyco_hydro_18	8	NC_004663.1	NC_004663.1_1673	2017425	2019089	-	Glycosyl hydrolases family 18	3	3	FALSE
mucin	mucin_NC_004663.1_cl63	HTCS	HisKA	11	NC_004663.1	NC_004663.1_1676	2021666	2025631	+	His Kinase A (phospho-acceptor) domain	3	3	FALSE
mucin	mucin_NC_004663.1_cl66	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_1772	2126087	2126938	-	FecR protein	2	2	FALSE
mucin	mucin_NC_004663.1_cl66	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_1773	2126948	2127538	-	Sigma-70 region 2	2	2	FALSE
mucin	mucin_NC_004663.1_cl72	SusDlike	SusD-like	5	NC_004663.1	NC_004663.1_1818	2202186	2204192	-	Susd and RagB outer membrane lipoprotein	2	2	FALSE
mucin	mucin_NC_004663.1_cl72	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_1819	2204204	2207509	-	TonB dependent receptor	2	2	FALSE
mucin	mucin_NC_004663.1_cl73	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_1847	2251412	2254261	+	TonB dependent receptor	4	2	FALSE
mucin	mucin_NC_004663.1_cl73	HTCS	HisKA	11	NC_004663.1	NC_004663.1_1848	2254505	2256355	+	His Kinase A (phospho-acceptor) domain	4	2	FALSE
mucin	mucin_NC_004663.1_cl73	HTCS	HisKA	11	NC_004663.1	NC_004663.1_1849	2256352	2258313	+	His Kinase A (phospho-acceptor) domain	4	2	FALSE
mucin	mucin_NC_004663.1_cl73	HTCS	HisKA	11	NC_004663.1	NC_004663.1_1850	2258318	2260375	+	His Kinase A (phospho-acceptor) domain	4	2	FALSE
mucin	mucin_NC_004663.1_cl76	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_1923	2357378	2360737	-	TonB dependent receptor	4	4	FALSE
mucin	mucin_NC_004663.1_cl76	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_1924	2361009	2362022	-	FecR protein	4	4	FALSE
mucin	mucin_NC_004663.1_cl76	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_1925	2362093	2362683	-	Sigma-70 region 2	4	4	FALSE
mucin	mucin_NC_004663.1_cl76	GH92	Glyco_hydro_92	9	NC_004663.1	NC_004663.1_1926	2362810	2365002	-	Glycosyl hydrolase family 92	4	4	FALSE
mucin	mucin_NC_004663.1_cl79	SusC	CarbopepD_reg_2	3	NC_004663.1	NC_004663.1_2086	2548165	2548386	-	CarboxypepD_reg-like domain	3	3	FALSE
mucin	mucin_NC_004663.1_cl79	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2087	2548741	2551722	+	TonB dependent receptor	3	3	FALSE
mucin	mucin_NC_004663.1_cl79	SusDlike	SusD-like	5	NC_004663.1	NC_004663.1_2088	2551744	2553306	+	Susd and RagB outer membrane lipoprotein	3	3	FALSE
mucin	mucin_NC_004663.1_cl82	GH92	Glyco_hydro_92	9	NC_004663.1	NC_004663.1_2161	2640758	2643901	+	Glycosyl hydrolase family 92	2	2	FALSE
mucin	mucin_NC_004663.1_cl82	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2163	2645282	2648461	+	TonB dependent receptor	2	2	FALSE
mucin	mucin_NC_004663.1_cl85	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_2227	2729184	2729732	+	Sigma-70 region 2	3	3	FALSE
mucin	mucin_NC_004663.1_cl85	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_2229	2730326	2731198	+	FecR protein	3	3	FALSE
mucin	mucin_NC_004663.1_cl85	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2230	2731204	2733897	+	TonB dependent receptor	3	3	FALSE
mucin	mucin_NC_004663.1_cl87	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2254	2757331	2760693	-	TonB dependent receptor	4	4	FALSE
mucin	mucin_NC_004663.1_cl87	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_2255	2760889	2761854	-	FecR protein	4	4	FALSE
mucin	mucin_NC_004663.1_cl87	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_2256	2762259	2762840	-	Sigma-70 region 2	4	4	FALSE
mucin	mucin_NC_004663.1_cl87	GH92	Glyco_hydro_92	9	NC_004663.1	NC_004663.1_2257	2762989	2765265	-	Glycosyl hydrolase family 92	4	4	FALSE
mucin	mucin_NC_004663.1_cl88	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2260	2768949	2771939	-	TonB dependent receptor	2	2	FALSE
mucin	mucin_NC_004663.1_cl88	glucanase	Laminin_G_3	10	NC_004663.1	NC_004663.1_2261	2771962	2773026	-	Concanavalin A-like lectin/glucanases superfamily	2	2	FALSE
mucin	mucin_NC_004663.1_cl89	SusDlike	SusD-like	5	NC_004663.1	NC_004663.1_2318	2834000	2835460	-	Susd and RagB outer membrane lipoprotein	4	2	FALSE
mucin	mucin_NC_004663.1_cl89	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2319	2835480	2838380	-	TonB dependent receptor	4	2	FALSE
mucin	mucin_NC_004663.1_cl89	SusDlike	SusD-like	5	NC_004663.1	NC_004663.1_2322	2840080	2841576	-	Susd and RagB outer membrane lipoprotein	4	2	FALSE
mucin	mucin_NC_004663.1_cl89	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2323	2841589	2844564	-	TonB dependent receptor	4	2	FALSE
mucin	mucin_NC_004663.1_cl94	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2449	2977831	2980062	+	TonB dependent receptor	2	2	FALSE
mucin	mucin_NC_004663.1_cl94	HTCS	HisKA	11	NC_004663.1	NC_004663.1_2450	2980116	2984249	-	His Kinase A (phospho-acceptor) domain	2	2	FALSE
mucin	mucin_NC_004663.1_cl98	TonB	TonB_dep_Rec	4	NC_004663.1	NC_004663.1_2518	3080348	3083752	-	TonB dependent receptor	3	3	FALSE
mucin	mucin_NC_004663.1_cl98	anti-sigma	FecR	2	NC_004663.1	NC_004663.1_2519	3083913	3084881	-	FecR protein	3	3	FALSE
mucin	mucin_NC_004663.1_cl98	ECF-sigma	Sigma70_r2	1	NC_004663.1	NC_004663.1_2520	3084951	3085520	-	Sigma-70 region 2	3	3	FALSE
